,id,date_recorded,funder,gps_height,installer,longitude,latitude,num_private,basin,region,region_code,district_code,lga,population,public_meeting,scheme_management,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,status_group,nearest_functional_dist,priority_scores
26207,4113,2013-02-26,government of tanzania,1225.0,dwe,37.42702551,-3.31840776,0,pangani,kilimanjaro,3,4,moshi rural,40.0,False,vwc,True,1974.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0020142229815487663,0.24892760954144094
8190,67374,2013-02-27,government of tanzania,1294.0,dwe,37.41953903,-3.3157097,0,pangani,kilimanjaro,3,4,moshi rural,60.0,True,vwc,True,1974.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0016509372386942706,0.2488564174472595
46197,44696,2011-03-28,go,1327.0,go,36.8667621,-6.20690386,0,wami / ruvu,morogoro,5,1,kilosa,150.0,True,vwc,True,1974.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.0002361953532561762,0.24884311538246764
33425,8853,2013-02-03,danida,461.0,danida,37.45574726,-11.21604529,0,ruvuma / southern coast,ruvuma,10,1,tunduru,1.0,True,vwc,False,1986.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.05662345869165132,0.248811141638985
45873,73919,2013-01-20,dwe,1343.0,dwe,30.28777526,-4.48681855,0,lake tanganyika,kigoma,16,2,kasulu,1.0,True,water authority,True,1974.0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,hand pump,hand pump,functional needs repair,0.002534017056868226,0.24880323221194248
25020,34749,2011-04-13,government of tanzania,1772.0,dwe,34.69067535,-9.14604289,0,rufiji,iringa,11,4,njombe,75.0,True,vwc,True,1974.0,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.0012518824850984464,0.2486263715767901
3104,33999,2013-02-26,government of tanzania,1595.0,dwe,37.44023528,-3.29415489,0,pangani,kilimanjaro,3,4,moshi rural,40.0,True,vwc,True,1974.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0017477438413288225,0.2485557487805687
13822,33005,2013-02-28,government of tanzania,1552.0,dwe,37.42081402,-3.29042496,0,pangani,kilimanjaro,3,4,moshi rural,140.0,True,vwc,True,1975.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.004625645145144582,0.24846122602260454
1855,27633,2013-02-25,government of tanzania,1242.0,dwe,37.42206452,-3.3189971,0,pangani,kilimanjaro,3,4,moshi rural,40.0,True,vwc,True,1974.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0016114728060069611,0.2483655881141923
34344,62717,2013-01-29,government of tanzania,1241.0,government,30.02499171,-4.82266341,0,lake tanganyika,kigoma,16,2,kasulu,540.0,True,water authority,True,1976.0,gravity,gravity,gravity,water board,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.0026976440319091584,0.24819663757437604
39315,63934,2011-03-09,go,1335.0,go,36.86784584,-6.23286952,0,wami / ruvu,morogoro,5,1,kilosa,150.0,True,vwc,True,1978.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.01779966403875424,0.24819498618070443
8944,33150,2011-07-18,tcrs,1125.0,tcrs a,31.23398153,-6.34850934,0,lake rukwa,rukwa,15,1,mpanda,300.0,False,trust,True,1975.0,gravity,gravity,gravity,trust,commercial,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0019207133368880204,0.24817267074345425
9101,5616,2013-01-03,government of tanzania,858.0,dwe,37.38058237,-3.33389636,0,pangani,kilimanjaro,3,4,moshi rural,150.0,False,vwc,True,1975.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,insufficient,insufficient,spring,spring,groundwater,other,other,functional needs repair,0.0042090165836931644,0.24809771703863495
37370,53991,2013-02-02,danida,452.0,danida,37.45779982,-11.20861345,0,ruvuma / southern coast,ruvuma,10,1,tunduru,452.0,True,vwc,False,1986.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.04905062826294169,0.24806991625099242
41788,36039,2011-03-01,government of tanzania,987.0,rwe,37.57180835,-7.040466099999999,0,wami / ruvu,morogoro,5,6,mvomero,50.0,True,vwc,False,1974.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.0011397460138965671,0.24792519179878414
34424,70525,2013-02-08,fini water,-13.0,fini water,40.13931858,-10.33332581,0,ruvuma / southern coast,mtwara,9,5,mtwara urban,250.0,True,vwc,False,1976.0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.006957597607050094,0.24782273310893352
6993,13600,2011-04-13,government of tanzania,1767.0,dwe,34.689946500000005,-9.14391871,0,rufiji,iringa,11,4,njombe,80.0,True,vwc,True,1974.0,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.000507386749623084,0.2476963977549012
51454,16821,2011-02-25,government of tanzania,388.0,rwe,37.44993359,-6.30559162,0,wami / ruvu,morogoro,5,6,mvomero,1.0,True,vwc,True,1974.0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.0017325987092789176,0.2476848856266692
3087,50424,2013-03-28,government of tanzania,663.0,government,37.82667943,-4.36301317,0,pangani,kilimanjaro,3,3,same,140.0,True,water authority,True,1975.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0040000524141686,0.24758823690704052
24926,53941,2013-02-03,danida,462.0,danida,37.45384587,-11.21388323,0,ruvuma / southern coast,ruvuma,10,1,tunduru,1.0,True,vwc,False,1986.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.05555401543147773,0.24731877723061294
55442,9767,2013-01-30,government of tanzania,1284.0,government,30.03030665,-4.76787069,0,lake tanganyika,kigoma,16,2,kasulu,475.0,True,water authority,True,1976.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe,functional needs repair,0.0030774491491008435,0.24731042554205343
5990,27825,2011-03-29,go,1183.0,go,36.92633772,-6.10226934,0,wami / ruvu,morogoro,5,1,kilosa,60.0,True,vwc,True,1974.0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0005331426130019357,0.24729658068230384
38898,15823,2013-01-28,government of tanzania,1043.0,dwe,29.93392788,-4.81275338,0,lake tanganyika,kigoma,16,2,kigoma rural,530.0,True,water authority,True,1976.0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.002175367906837811,0.24724994340012207
28081,50583,2013-01-03,government of tanzania,907.0,dwe,37.38170083,-3.33206178,0,pangani,kilimanjaro,3,4,moshi rural,30.0,True,vwc,True,1975.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0054427810860720885,0.24720483506132238
56700,6265,2013-01-28,government of tanzania,1034.0,dwe,29.93429711,-4.8151645,0,lake tanganyika,kigoma,16,2,kigoma rural,385.0,True,water authority,True,1976.0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.004392249453047891,0.2471842632100998
38843,44306,2011-03-18,government of tanzania,1191.0,dwe,38.42483277,-4.6258903,0,pangani,tanga,4,1,lushoto,1.0,True,vwc,True,1974.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0008572622766113061,0.2464633893714565
4829,66460,2013-02-28,government of tanzania,857.0,dwe,37.3880033,-3.33764593,0,pangani,kilimanjaro,3,4,moshi rural,150.0,True,vwc,True,1975.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,insufficient,insufficient,spring,spring,groundwater,other,other,functional needs repair,0.002995222829721982,0.2464039174094364
2075,58015,2011-08-04,government of tanzania,383.0,rwe,37.44385184,-6.300097,0,wami / ruvu,morogoro,5,6,mvomero,1.0,True,vwc,True,1974.0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.0008121440967004647,0.24640042879339036
1970,33060,2013-02-26,government of tanzania,813.0,dwe,37.41647194,-3.36407724,0,pangani,kilimanjaro,3,4,moshi rural,40.0,False,vwc,True,1974.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,seasonal,seasonal,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,5.89375398165584e-05,0.24619908853418754
16142,54974,2011-08-04,government of tanzania,380.0,rwe,37.44697348,-6.30017464,0,wami / ruvu,morogoro,5,6,mvomero,1.0,False,vwc,True,1974.0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.000645618635799629,0.24616804931128877
54519,1563,2011-08-05,government of tanzania,380.0,rwe,37.44507436,-6.30466919,0,wami / ruvu,morogoro,5,6,mvomero,1.0,True,vwc,True,1974.0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.0006431007088306761,0.24616453564700075
38649,7520,2011-03-18,government of tanzania,1193.0,dwe,38.42110664,-4.630935,0,pangani,tanga,4,1,lushoto,1.0,True,vwc,True,1974.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0006410565042187374,0.24616168304292171
10164,52122,2013-01-28,government of tanzania,1035.0,dwe,29.9272114,-4.81225502,0,lake tanganyika,kigoma,16,2,kigoma rural,417.0,True,water authority,True,1976.0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.0031241735710107995,0.24611192841280272
6441,59652,2011-08-04,government of tanzania,383.0,rwe,37.44440839,-6.30339031,0,wami / ruvu,morogoro,5,6,mvomero,1.0,True,vwc,True,1974.0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.000528993836073134,0.2460053041646065
29265,20342,2011-07-23,go,1929.0,dwe,31.37214048,-7.79018995,0,lake rukwa,rukwa,15,3,nkasi,180.0,False,vwc,False,1975.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.002167961803029421,0.24590314591317702
35532,17348,2013-02-28,government of tanzania,1523.0,dwe,37.41858051,-3.29164785,0,pangani,kilimanjaro,3,4,moshi rural,130.0,True,vwc,True,1975.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0029459390352493744,0.2458993855578841
14673,13392,2011-02-28,government of tanzania,377.0,rwe,37.44264622,-6.30598386,0,wami / ruvu,morogoro,5,6,mvomero,1.0,True,vwc,False,1974.0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.00045160167415723843,0.2458973065622732
33955,29337,2013-02-04,regional water engineer arusha,1960.0,regional water engineer arusha,35.32533379,-4.02565494,0,internal,manyara,21,3,mbulu,172.0,True,vwc,True,1976.0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.006780230060315493,0.24587576645780992
10125,63534,2013-01-03,government of tanzania,952.0,dwe,37.39030417,-3.32758908,0,pangani,kilimanjaro,3,4,moshi rural,120.0,False,vwc,True,1975.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.003023308122652124,0.2457894717964608
33017,1441,2013-03-28,government of tanzania,669.0,government,37.82672124,-4.36139527,0,pangani,kilimanjaro,3,3,same,150.0,True,water authority,True,1975.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0024408716240293137,0.24563034293389147
13085,52230,2013-02-28,government of tanzania,1334.0,dwe,37.40823358,-3.29852099,0,pangani,kilimanjaro,3,4,moshi rural,60.0,True,vwc,True,1975.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,enough,enough,spring,spring,groundwater,other,other,functional needs repair,0.0038385590481982987,0.24561984619424948
6034,31702,2012-10-17,tasaf,,tasaf,31.2386064,-5.20422908,0,lake tanganyika,tabora,14,4,urambo,,True,vwc,True,,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.09073534572697958,0.24561789782185506
50423,13760,2013-02-28,government of tanzania,1222.0,dwe,37.40214507,-3.30190339,0,pangani,kilimanjaro,3,4,moshi rural,55.0,False,vwc,True,1975.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,insufficient,insufficient,,other,,other,other,functional needs repair,0.0038081505549248467,0.24546847280123887
8446,17636,2013-01-03,government of tanzania,926.0,dwe,37.39150178,-3.33006813,0,pangani,kilimanjaro,3,4,moshi rural,50.0,True,vwc,True,1975.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0038654047564767907,0.24543942911993094
15478,69192,2011-02-25,government of tanzania,383.0,rwe,37.44206674,-6.30481236,0,wami / ruvu,morogoro,5,6,mvomero,1.0,True,vwc,True,1974.0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.00012036024467885733,0.24543507267073267
11857,50569,2011-03-09,government of tanzania,314.0,rwe,38.55344257,-4.94684207,0,pangani,tanga,4,2,korogwe,400.0,True,vwc,False,1978.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.01189532756433874,0.245402704787092
